@id,@lon,@lat,name,fuel:diesel,operator,brand,tenant,opening_hours,payment:cash,payment:mastercard,payment:visa,payment:diners_club,payment:maestro,fuel:octane_95,fuel:octane_98,fuel:lpg,building=yes,building:roof,covered=yes,rating,numRating
1.00E+15,21.3598896,42.0143583,NAS,,,,,,,,,,,,,,,,,,
1.00E+15,21.4741731,41.9875819,Окта,,,,,,,,,,,,,,,,,,
1.00E+15,21.4669573,41.9784071,Макпетрол,,Макпетрол,Макпетрол,,,,,,,,,,,,,,,
1.00E+15,21.4659237,41.9790355,Макоил,,,Макоил,,,,,,,,,,,,,,,
1.00E+15,21.4042282,42.0323534,Макпетрол,,,,,,,,,,,,,,,,,,
1.00E+15,21.3997073,42.0151461,Мак Оил,,,,,,,,,,,,,,,,,,
1.00E+15,21.3716301,42.0100074,Лукоил,,,,,,,,,,,,,,,,,,
1.00E+15,21.4519927,41.9826585,Okta,,,Okta,,,,,,,,,,,,,,,
1.00E+15,21.6759197,42.0256313,Makpetrol,,Makpetrol,Makpetrol,,,yes,yes,,,yes,,,,,,,,
1.00E+15,21.4714496,41.9670799,Marija trejd,,,,,,,,,,,,,,,,,,
1.00E+15,22.0972542,41.4943247,Памела Ойл,yes,,Памела Ойл,,,,yes,yes,,,yes,,,,,,,
1.00E+15,21.2502312,41.3568148,Макпетрол 027,,,Макпетрол,,,,,,,,,,,,,,,
1.00E+15,21.572415,41.3512613,Макпетрол 094,yes,,Макпетрол,,,,yes,yes,,,yes,yes,yes,,,,,
1.00E+15,21.9472876,41.528574,Црна Река Петрол,,,,,,,,,,,,,,,,,,
1.00E+15,21.9245228,41.4876266,Црна Река Петрол,yes,,,,,,,,,,yes,yes,yes,,,,,
1.00E+15,21.4982771,41.2884027,Макпетрол,yes,,Макпетрол,,,,yes,yes,yes,,yes,,yes,,,,,
1.00E+15,21.2009166,41.233243,ДХМ Петрол,yes,,,,,,,,,,yes,yes,,,,,,
1.00E+15,21.3800096,41.4460071,Медио Петрол,yes,,,,,,,,,,yes,yes,,,,,,
1.00E+15,21.9458567,41.8733528,ДА Петрол,,,,,,,,,,,,,,,,,,
1.00E+15,22.8361925,41.7391789,Дива Компани,,,,,,,,,,,,,,,,,,
1.00E+15,22.8507332,41.7159612,МакПетрол 033,yes,,Макпетрол,,,yes,yes,yes,yes,,yes,yes,yes,,,,,
1.00E+15,22.8420482,41.7095869,Шливка Петрол,,,,,,,,,,,,,,,,,,
